0.851448	0.637147	
0.816105	0.644565	
0.875655	0.608406	
0.931723	0.606556	
0.846996	0.640054	
0.849459	0.597697	
0.821232	0.620785	
0.873245	0.632648	
0.884623	0.640627	
0.8078	0.643711	
0.83364	0.562978	
0.839515	0.671509	
0.857363	0.630899	
0.899479	0.706059	
0.8368	0.639296	
0.838499	0.638327	
0.779284	0.569243	
0.850086	0.674455	
0.82995	0.639532	
0.883472	0.622359	
0.887517	0.640047	
0.823139	0.633852	
0.821771	0.633659	
0.844521	0.652191	
0.820938	0.680388	
0.88426	0.599955	
0.846354	0.623924	
0.856867	0.61903	
0.753234	0.658823	
0.848194	0.641707	
0.89001	0.613042	
0.807194	0.673142	
0.885209	0.573036	
0.853128	0.656404	
0.831842	0.623135	
0.905872	0.71077	
0.834408	0.645297	
0.889127	0.596302	
0.832655	0.671723	
0.779493	0.588174	
0.836976	0.624369	
0.84407	0.65651	
0.924638	0.574732	
0.883541	0.585652	
0.799438	0.625747	
0.903376	0.594835	
0.77026	0.664065	
0.818098	0.604236	
0.83686	0.639004	
0.845551	0.644617	
0.838058	0.621816	
0.762859	0.635649	
0.829731	0.608034	
0.816379	0.686062	
0.951439	0.682808	
0.839207	0.658312	
0.788276	0.644224	
0.80347	0.616846	
0.894973	0.563518	
0.872267	0.662607	
0.798872	0.632777	
0.826798	0.612452	
0.840923	0.640179	
0.919496	0.62832	
0.810755	0.610253	
0.827809	0.653045	
0.821806	0.618431	
0.831888	0.64089	
0.852609	0.642463	
0.83344	0.623227	
0.865562	0.718149	
0.840903	0.561966	
0.840613	0.662023	
0.848722	0.633253	
0.88934	0.700379	
0.816737	0.641736	
0.924894	0.584914	
0.7025	0.696426	
0.852184	0.660542	
0.872529	0.692966	
0.848306	0.648269	
0.862599	0.600709	
0.826731	0.616688	
0.827322	0.620736	
0.821216	0.617408	
0.826249	0.649748	
0.861926	0.71546	
0.821612	0.677304	
0.849368	0.688951	
0.83921	0.638209	
0.804696	0.626113	
0.774647	0.697691	
0.807614	0.557251	
0.833194	0.622599	
0.846421	0.642681	
0.734116	0.590424	
0.815636	0.6603	
0.852897	0.609669	
0.888499	0.672841	
0.879264	0.6648	
0.840053	0.648873	
0.803345	0.632059	
0.841264	0.642079	
0.872795	0.599757	
0.862689	0.672734	
0.943208	0.677581	
0.788874	0.61151	
0.887501	0.673957	
0.953094	0.670646	
0.816101	0.619506	
0.783446	0.636212	
0.838941	0.634988	
0.829445	0.626502	
0.832189	0.659398	
0.80912	0.625896	
0.816307	0.635367	
0.839299	0.637791	
0.866286	0.668205	
0.815962	0.651992	
0.939511	0.653721	
0.834535	0.592114	
0.858777	0.689704	
0.753883	0.61639	
0.82964	0.636736	
0.847381	0.582051	
0.833348	0.617241	
0.857185	0.623355	
0.85364	0.616038	
0.781791	0.593507	
0.795113	0.651917	
0.855941	0.661384	
0.864166	0.591177	
0.857148	0.620205	
0.804189	0.67028	
0.800445	0.692712	
0.805275	0.650967	
0.838615	0.682012	
0.849685	0.651469	
0.748829	0.620896	
0.84021	0.635734	
0.808406	0.620513	
0.830745	0.713327	
0.825136	0.652155	
0.849682	0.619574	
0.801988	0.605147	
0.840778	0.660576	
0.856078	0.593476	
0.911536	0.653318	
0.83096	0.616805	
0.871236	0.59789	
0.835286	0.657835	
0.819572	0.643431	
